7901 - 1 for period 0 to 0
7901,0, Payment - GL,1,12/02/2015,58,,PettyCash - 111 - 1116 - Jumma Khan Medicine  - ,Staff Welfare
7901,0, Payment - GL,7,13/02/2015,500,,PettyCash - 111 - 1113 - Dinner 3 Persons (Late Night Work) - ,Food Expense
7901,0, Payment - GL,8,19/02/2015,100,,PettyCash - 111 - 1123 - 5 Carton  - ,Packing Material
7901,0, Payment - GL,3,20/02/2015,400,,PettyCash - 111 - 1112 - Rickshaw Fare MTO to HO (Sultan Sb) - ,Travelling
7901,0, Payment - GL,4,20/02/2015,310,,PettyCash - 111 - 1112 - Rickshaw Fare MTO to shahdara (Jibran Sb) - ,Travelling
7901,0, Payment - GL,5,20/02/2015,250,,PettyCash - 111 - 1112 - Auto Fare MinarePak to Gulshan Ravi(jibran) - ,Travelling
7901,0, Payment - GL,6,20/02/2015,110,,PettyCash - 111 - 1113 - Dinner visit GRW(Jibran) - ,Food Expense
7901,0, Payment - GL,9,20/02/2015,600,,PettyCash - 111 - 1117 - Connectors 25 pin Mule Cover - ,Cost of Goods Solds
7901,0, Payment - GL,10,20/02/2015,1500,,PettyCash - 111 - 1117 - Cable 10 yards 30 Core (10*150) - ,Cost of Goods Solds
7901,0, Payment - GL,11,20/02/2015,100,,PettyCash - 111 - 1111 - 2 Palpi JM Guest  - ,Refreshment
7901,0, Payment - GL,12,20/02/2015,50,,PettyCash - 111 - 1120 - Easy Load Jibran visit GRW - ,Mobile Phone Expense Marketing
7901,0, Payment - GL,2,22/02/2015,290,,PettyCash - 111 - 1116 - Jumma Khan Medicine - ,Staff Welfare
7901,0, Payment - GL,74,22/02/2015,3100,,PettyCash - 112 MUHAMMAD ALI  - 1123 - Envelope + Rope +Shopping bag+Tissue Box - ,Packing Material
7901,0, Payment - GL,14,23/02/2015,1050,,PettyCash - 111 - 1113 - Lunch 4 Person (Amjad+Kaleem+Ameen+ H. Hafeez) - ,Food Expense
7901,0, Payment - GL,15,23/02/2015,270,,PettyCash - 111 - 1115 - Gourmet Water (3*90) - ,Water Bottle Refilling
7901,0, Payment - GL,16,23/02/2015,15,,PettyCash - 111 - 1111 - Biscuit for Ahson Guests - ,Refreshment
7901,0, Payment - GL,75,23/02/2015,1200,,PettyCash - 112 MUHAMMAD ALI  - 1118 - DHA Club ( Dues ) - ,Miscellaneous Expense
7901,0, Payment - GL,17,24/02/2015,150,,PettyCash - 111 - 1112 - Auto Fare Visit Packages + Arifa Kareem Tower - ,Travelling
7901,0, Payment - GL,18,24/02/2015,40,,PettyCash - 111 - 1112 - Auto Fare MTO to Daewoo Station - ,Travelling
7901,0, Payment - GL,19,24/02/2015,430,,PettyCash - 111 - 1121 - Daewoo Cargo to  Rahim Yar Khan - ,Courier Expense
7901,0, Payment - GL,20,24/02/2015,180,,PettyCash - 111 - 1112 - Bus fare Coke Ware house to Thokar (3 Person)  - ,Travelling
7901,0, Payment - GL,21,24/02/2015,800,,PettyCash - 111 - 1113 - Lunch 3 Persons(Kaleem+Amjad+Ameen) - ,Food Expense
7901,0, Payment - GL,22,24/02/2015,400,,PettyCash - 111 - 1112 - Auto Fare Thokar to MTO - ,Travelling
7901,0, Payment - GL,23,24/02/2015,30,,PettyCash - 111 - 1123 - Magic Depoxy for Zaheer Alam - ,Packing Material
7901,0, Payment - GL,76,24/02/2015,600,,PettyCash - 112 MUHAMMAD ALI  - 1113 - visit CH. Sugar Mill ( Kashif + Danyal ) - ,Food Expense
7901,0, Payment - GL,24,25/02/2015,150,,PettyCash - 111 - 1112 - Auto Fare Visit Packages (Danyal) - ,Travelling
7901,0, Payment - GL,25,25/02/2015,630,,PettyCash - 111 - 1121 - Daewoo Cargo to RWP-ISB - ,Courier Expense
7901,0, Payment - GL,26,25/02/2015,1220,,PettyCash - 111 - 1121 - Daewoo Cargo to Sukkur  - ,Courier Expense
7901,0, Payment - GL,27,25/02/2015,400,,PettyCash - 111 - 1121 - New Khan Cargo to S.M Foods Multan - ,Courier Expense
7901,0, Payment - GL,28,25/02/2015,550,,PettyCash - 111 - 1113 - Dinner 3 Persons (Ali+Hafeez+Amir) - ,Food Expense
7901,0, Payment - GL,29,25/02/2015,100,,PettyCash - 111 - 1121 - Skyways Cargo to Babar sb - ,Courier Expense
7901,0, Payment - GL,30,26/02/2015,540,,PettyCash - 111 - 1115 - Gourmet Water (6*90) - ,Water Bottle Refilling
7901,0, Payment - GL,31,26/02/2015,360,,PettyCash - 111 - 1112 - Car Fuel Visit Rational Engg (Shabbar sb) - ,Travelling
7901,0, Payment - GL,32,26/02/2015,300,,PettyCash - 111 - 1112 - Auto Fate MTO to Brandreth Road (IPGD Project) - ,Travelling
7901,0, Payment - GL,33,26/02/2015,150,,PettyCash - 111 - 1113 - Lunch Kaleem ullah (IPGD Project) - ,Food Expense
7901,0, Payment - GL,34,26/02/2015,300,,PettyCash - 111 - 1112 - Auto Fare Brandreth Road to MTO (IPGD Project) - ,Travelling
7901,0, Payment - GL,35,26/02/2015,800,,PettyCash - 111 - 1112 - Auto fare for ladder(2 Sides fare Coke Warehouse) - ,Travelling
7901,0, Payment - GL,36,26/02/2015,3100,,PettyCash - 111 - 1117 - Rent for Ladder Coke ware House (8 days) - ,Cost of Goods Solds
7901,0, Payment - GL,77,26/02/2015,1800,,PettyCash - 112 MUHAMMAD ALI  - 1114 - 4 Toner Refill+ Drum - ,Printing &amp; Stationary
7901,0, Payment - GL,37,27/02/2015,320,,PettyCash - 111 - 1116 - Jumma Khan Medicine  - ,Staff Welfare
7901,0, Payment - GL,38,27/02/2015,150,,PettyCash - 111 - 1112 - Bike Fuel MTO to Gulberg 2 times(Jibran) - ,Travelling
7901,0, Payment - GL,39,27/02/2015,300,,PettyCash - 111 - 1113 - Lunch 2 persons ( Hussain Road for Solar panels) - ,Food Expense
7901,0, Payment - GL,40,28/02/2015,620,,PettyCash - 111 - 1121 - Daewoo Parcel to RWL-ISB - ,Courier Expense
7901,0, Payment - GL,78,28/02/2015,630,,PettyCash - 112 MUHAMMAD ALI  - 1118 - 12 Glass  - ,Miscellaneous Expense
7901, 0, Period Total,,,24953
7901,0, Total Period Movement,,,24953
